site,FGF_r1.30s,FGF_r2.30s,FGF_r3.30s,FGF_r1.2m,FGF_r2.2m,FGF_r3.2m,FGF_r1.5m,FGF_r2.5m,FGF_r3.5m,FGF_r1.30m,FGF_r2.30m,FGF_r3.30m,MAPK1_motif,MTOR_motif,y.MAPK1,y.MTOR,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,F37,F38,F39,F40,F41,F42,F43,F44,F45,F46,F47,F48,F49,F50
SRRM2;1058;,0.417651492430614,0.443844363810147,0.39853837662047603,0.411305445062951,0.42165199636617695,0.43044343604641205,0.471333973723568,0.4509004160507029,0.448417693583636,0.488552070452365,0.426266290460555,0.46712313133148403,0.6363636363636359,0.676923076923077,0,0,2,0,0,1,4,3,4,1,0,2,1,2,2,4,2,4,4,0,0,0,3,1,0,4,0,0,2,4,4,0,1,2,2,1,0,4,3,4,0,0,1,0,0,0,1,3,2,3,0,4
SRSF10;158;,0.423491353348039,0.413558415774688,0.40213003552835597,0.39034131869283,0.362336216352824,0.43564071958149003,0.472701602258367,0.406973295324065,0.482681921222855,0.524969561054343,0.6503046887062021,0.47510394148518503,0.461538461538461,0.515384615384615,0,0,4,0,2,2,4,3,0,4,0,0,4,2,3,0,3,1,0,4,4,2,0,3,3,4,0,1,2,3,3,2,2,0,4,0,3,2,1,0,3,4,1,1,4,4,1,0,2,2,2,1
BCLAF1;258;,0.43705035885753496,0.43417669401855297,0.39518655227169,0.403236118681539,0.407841539723007,0.39478131174512104,0.47110305469182395,0.42436023419176794,0.435987131304473,0.40288945036912893,0.422707491570064,0.463322436676562,0.538461538461538,0.438461538461539,0,0,4,3,3,1,3,0,2,0,4,2,1,1,2,3,1,1,3,2,1,3,3,1,1,1,1,3,1,1,4,3,3,0,2,3,3,2,0,2,1,2,4,3,3,3,0,2,4,4,3,4
TPD52L2;168;,0.341327628512161,0.36067309717241103,0.346316792127047,0.327010149411322,0.42185016795571095,0.358480355552803,0.38096066021810204,0.350008989515011,0.304052470241979,0.370052866520335,0.33355379477055197,0.36402842506401206,0.39160839160839095,0.430769230769231,0,0,0,4,4,2,1,4,0,1,1,3,2,0,2,2,4,0,3,1,0,2,4,4,3,2,3,3,0,0,0,4,3,4,2,0,1,1,0,3,0,1,3,0,4,2,0,1,0,0,3,2
NUDT9;183;,0.324467677334877,0.453986514328307,0.438313192797558,0.3819335389801621,0.392115347611276,0.42524029245472,0.427388895485116,0.395768981956214,0.355879748634698,0.439003985260594,0.30393182053020695,0.289226406721664,0.33566433566433507,0.392307692307692,0,0,4,1,2,1,1,4,0,3,4,2,3,2,3,3,2,3,1,1,0,3,2,2,4,2,0,1,2,3,2,4,3,4,3,0,2,3,0,4,2,4,0,2,1,1,0,0,0,0,4,3
RAB8A;181;,0.454717659333562,0.40699015634043395,0.488947963480594,0.464970752308076,0.468680153671478,0.458553455897305,0.416555486578644,0.443744702893224,0.416269610879594,0.46806467442196004,0.482365980031868,0.448438825467603,0.566433566433566,0.576923076923077,0,0,2,1,0,4,0,0,0,4,3,4,0,4,1,2,0,1,2,1,1,2,3,4,0,2,2,4,4,2,2,4,2,4,0,4,1,1,0,3,0,0,3,2,1,1,0,0,4,3,0,4
WIPI2;395;,0.452136929408449,0.42257834541737,0.459546599785914,0.457905149516493,0.4613369227324,0.49592811727314207,0.45724325206035205,0.48821014640135707,0.46609563304358104,0.511491131471136,0.498909211351627,0.506331285443693,0.783216783216783,0.823076923076923,0,1,3,0,0,1,4,4,4,4,1,2,2,1,2,3,1,1,0,2,0,2,1,1,0,4,1,1,2,0,4,2,1,2,4,3,2,0,0,0,2,4,4,4,4,0,2,2,1,0,1,2
ARHGEF1;410;,0.442973729510594,0.38250479298732704,0.467928404450386,0.470153808448015,0.42132770309269896,0.46867246197864704,0.399421417882879,0.46150299396643496,0.38931588415134005,0.4247873539904729,0.49375418123136,0.432558505217914,0.34965034965034997,0.5846153846153841,0,0,0,3,3,4,1,0,2,0,3,1,2,4,4,4,4,4,4,1,3,1,2,4,1,1,3,4,2,1,3,1,4,4,0,1,2,0,0,3,0,2,2,4,4,0,0,4,4,4,2,4
DDX21;244;,0.414761149320526,0.40087678936870597,0.379282923535356,0.429480378804927,0.428694394094254,0.37408395462303295,0.392543783481198,0.412682694992983,0.4390117905513661,0.42587567599417003,0.38572212683613794,0.455597747044758,0.538461538461538,0.484615384615385,0,0,1,1,4,4,0,2,4,3,3,0,2,4,4,0,0,0,4,0,2,3,4,0,4,2,2,1,2,0,4,3,0,4,3,0,0,0,3,2,0,1,3,1,2,0,4,0,3,4,0,0
CEP85;16;,0.447997824060655,0.42720399311948004,0.395601005737766,0.39738569165011706,0.4630221729107539,0.39620083131614603,0.473824858198985,0.41363808946991204,0.460275994171639,0.43015060093998103,0.3993637651715589,0.449279639060848,0.5594405594405589,0.676923076923077,0,0,4,3,4,3,1,4,2,0,4,3,1,3,3,2,3,3,3,1,2,3,3,4,3,0,0,3,1,0,2,2,0,3,0,3,4,2,3,1,4,3,2,1,1,4,3,3,3,0,3,1
MORC2A;737;,0.540573551847571,0.479034910401254,0.545527523769369,0.522979036166212,0.531845285197474,0.5581063253112261,0.794365248580136,0.7517197014854861,0.668875048198106,0.667147990268695,0.7335977742064029,0.6756309361318872,0.426573426573427,0.5615384615384611,0,0,0,1,3,2,3,1,0,2,2,3,0,1,1,1,4,0,0,2,4,1,1,1,1,3,3,2,4,3,2,4,3,2,1,3,4,2,3,3,4,3,2,3,4,4,0,2,4,4,0,1
DNMBP;658;,0.45330492619744894,0.4037826264993621,0.438724821442582,0.44192056794091905,0.453127658957495,0.395241870550941,0.422438478241231,0.44338837872524,0.434681619699385,0.46003489793134705,0.457641874761397,0.473450001711726,0.566433566433566,0.638461538461538,0,0,1,3,3,3,1,1,1,4,2,0,3,4,4,0,2,0,0,0,3,1,3,3,4,0,1,4,2,2,1,0,2,1,0,3,1,2,1,4,2,0,1,2,2,4,3,1,1,3,3,1
SRRM2;333;,0.474008096992147,0.43625340471407204,0.43084945228482296,0.43331927213664895,0.46329282007904904,0.457173747312205,0.47491323029767496,0.46816816767723,0.44946268047566706,0.46172165348221794,0.45836801422915296,0.46281756001938396,0.741258741258741,0.592307692307692,0,0,4,1,1,1,1,1,4,0,2,1,2,2,3,3,4,2,1,3,2,2,0,2,1,1,0,3,1,1,2,0,1,3,1,1,2,0,1,2,3,2,0,1,2,3,4,3,3,2,3,3
CGNL1;199;,0.45378036999079796,0.4231093987313321,0.457245354824024,0.456316637830074,0.45596429120306997,0.427781447130381,0.435549193186062,0.45218882324703996,0.45575078117726503,0.49026386930960497,0.480311610628765,0.5005867835297829,0.44055944055944,0.538461538461538,0,0,4,2,1,0,2,3,2,3,4,0,2,2,4,1,3,4,4,4,0,2,2,1,3,3,4,1,3,1,4,4,2,1,4,2,4,4,2,4,0,0,4,0,0,0,2,1,1,4,4,1
CGNL1;203;,0.44006689013941297,0.40490438978162296,0.38638540372363106,0.442844171182273,0.442077659316771,0.41985354121153795,0.42010326447467106,0.437805951896894,0.468586471076326,0.480017296585544,0.46962513853157295,0.483689471132646,0.7272727272727271,0.7,0,0,2,4,4,1,4,1,3,3,2,2,1,3,1,3,0,1,0,1,2,3,0,4,4,1,2,0,1,0,1,3,0,4,0,0,0,4,3,0,0,1,4,4,1,0,0,3,3,3,0,0
PITPNM2;630;,0.43853968458515397,0.39733731321550303,0.428135942404375,0.46113405346791403,0.461394422127444,0.43739161090086603,0.45031827787354606,0.49246690346859,0.5068823399467771,0.49663997429307,0.498368411642615,0.5111786359684539,0.48251748251748205,0.530769230769231,0,0,4,1,2,2,3,4,2,1,4,1,0,0,2,4,4,0,1,1,2,0,3,1,2,0,0,3,1,3,4,2,1,2,3,3,4,0,3,0,3,2,1,1,4,3,3,2,4,3,2,3
POP1;62;,0.422517781625508,0.42624225983693503,0.39781908343486205,0.4755713502535979,0.47303393119068704,0.43535356958189203,0.43710167303398,0.420959631045086,0.476267780410866,0.45435633448425206,0.411623781300024,0.44442243205482296,0.657342657342657,0.5692307692307691,0,0,0,2,1,2,4,4,1,2,2,0,2,3,4,2,1,2,1,2,3,4,0,2,3,3,3,0,4,1,2,3,1,4,1,3,4,0,4,0,0,0,4,1,4,3,4,3,2,2,3,2
SIPA1L1;1234;,0.44808828581715293,0.392101947391337,0.44065066456415797,0.44499351123847203,0.405823446686832,0.416906231718573,0.39273099183837706,0.438400392072527,0.444544346112374,0.391963841813698,0.4545507432268371,0.403704028665429,0.657342657342657,0.6615384615384611,0,0,1,4,1,2,0,0,2,1,4,3,0,2,3,3,0,0,2,4,1,1,3,1,1,1,3,2,3,1,0,1,4,3,0,2,3,0,4,3,2,1,2,1,4,4,3,2,2,4,2,2
PRRC2C;1215;,0.40387615935442894,0.45551036509869397,0.395642191791849,0.43805726008147405,0.47431622500047704,0.414993752169073,0.5182562670094699,0.48648583831574893,0.545188834308719,0.491022933444355,0.438025057318359,0.548079263945732,0.48251748251748205,0.492307692307692,0,0,2,4,1,4,3,4,1,3,4,1,4,1,3,4,1,2,2,4,4,0,1,3,0,1,0,2,1,0,3,2,2,2,2,3,1,2,1,2,4,3,3,1,0,2,0,0,2,3,4,1
PRRC2C;1217;,0.4437856903242,0.484246630025294,0.42069697926959204,0.481738396770456,0.473960519924239,0.439869843200844,0.545856569262593,0.5151807732243571,0.568862676115727,0.536488345066216,0.47666005559194297,0.571726414907485,0.47552447552447497,0.430769230769231,0,0,2,3,3,3,1,0,1,3,4,3,2,3,2,1,2,1,2,2,3,4,2,1,4,3,4,1,4,1,2,1,2,2,4,0,1,4,0,4,3,4,0,4,2,3,3,4,4,1,3,0
ING4;150;,0.42324795446829705,0.411552049848176,0.386189971346514,0.41461876243739704,0.42234333148066,0.40909047606180393,0.4048530332373211,0.43461633961876706,0.44396984053668104,0.462613700440948,0.41245362022922205,0.43982834316158503,0.475524475524476,0.5538461538461539,0,0,0,3,2,4,0,3,4,3,0,2,1,0,3,1,2,0,2,0,4,3,3,1,3,2,1,4,0,1,1,1,4,3,3,4,4,4,4,4,1,0,4,4,0,1,1,0,0,4,0,0
KLF3;249;,0.407714212158909,0.416620064354776,0.39299967872476704,0.436700156842896,0.389508716620887,0.43016527201021204,0.427752756420864,0.425039290937791,0.428577494897937,0.43879028743940895,0.42699660184233396,0.442331998310802,0.6643356643356639,0.507692307692308,0,0,3,3,1,2,4,1,4,1,1,2,2,1,0,3,4,0,2,2,0,1,2,1,4,0,3,4,1,1,4,0,2,3,4,2,0,4,1,1,3,3,2,2,1,0,1,4,4,3,1,4
CDC42EP2;137;,0.441957150488118,0.43517474304291204,0.41104978994232394,0.48093677315389394,0.41333233936283403,0.488292998720029,0.48094502498942704,0.4842177582682671,0.4797371761542779,0.44731768206195005,0.4790033070981529,0.47512726221269397,0.594405594405594,0.630769230769231,0,0,1,2,3,3,2,0,3,4,2,4,2,1,3,0,1,3,1,4,0,0,0,2,0,4,2,2,2,2,1,4,4,4,0,4,0,1,1,0,0,4,0,3,2,4,4,1,2,1,2,3
SIPA1L1;1547;,0.459963519332726,0.41081580321609007,0.447842957347653,0.4660889260646339,0.4541499726599221,0.479843221253656,0.43031089974187897,0.44743054335215005,0.44379613015110003,0.436906389879504,0.4698444699921021,0.413984540128695,0.783216783216783,0.7230769230769231,0,0,1,4,4,1,1,2,3,0,2,0,3,4,3,3,0,4,0,0,1,2,2,4,3,1,4,1,1,4,0,1,4,4,1,2,4,4,0,3,1,3,2,3,0,3,1,1,4,2,2,2
DDX21;89;,0.38137073896107504,0.39957471216811896,0.37438129211655696,0.412425775830063,0.48405541904866395,0.3844749190277179,0.42392436992411203,0.38006075186491795,0.421669106516155,0.48684767866558204,0.394073891053683,0.474396058771797,0.496503496503496,0.530769230769231,0,0,0,3,2,4,1,3,0,0,1,2,0,3,1,4,3,0,1,0,2,2,4,1,2,2,1,0,4,2,1,0,1,3,1,3,1,3,1,3,1,0,0,3,2,1,2,2,0,3,2,0
NCOR1;1392;,0.420667101220911,0.396043008024952,0.413812273331308,0.44673351926018,0.47914147527056106,0.41479899885982796,0.516350315104448,0.47621416598420396,0.471012692938452,0.49044200669155896,0.46793361257047206,0.5065140159551029,0.0,0.0,0,0,4,3,3,0,2,3,1,2,2,2,4,2,2,1,2,1,0,1,0,0,2,3,3,1,4,0,3,2,0,2,0,0,4,1,2,0,0,3,4,0,3,4,1,2,2,2,2,0,0,4
ZMYND8;419;,0.394473362510841,0.423431274459076,0.35883074903142104,0.424035946774031,0.437945889706698,0.360254682517481,0.32106571398314504,0.31644498722418496,0.418198964621096,0.471603631906183,0.364533921017832,0.45465065129303095,0.3986013986013979,0.530769230769231,0,0,0,4,2,3,0,2,1,2,0,1,1,0,0,0,2,1,0,3,0,3,0,4,1,4,1,2,1,0,1,4,1,0,0,2,4,3,1,2,2,0,4,2,4,3,3,3,4,0,2,4
STK10;185;,0.39521824741927297,0.45209731366158395,0.445303435292776,0.47855743172505605,0.494510018906576,0.407570228334236,0.48700217789751205,0.4320392839596579,0.45252922245733296,0.482239462367581,0.47650706758852207,0.527484168051739,0.363636363636363,0.32307692307692304,0,0,0,4,0,4,3,3,2,1,1,0,2,0,1,4,4,3,4,2,2,4,1,4,4,4,1,1,1,4,0,0,3,0,4,4,1,1,2,3,2,1,0,2,1,3,2,0,3,4,3,3
FBXO30;383;,0.459273686840584,0.420831800039599,0.537496293552461,0.460842666723214,0.47640041221127705,0.492891540237856,0.642371820936565,0.6456918838129589,0.5457335656793479,0.655860051653167,0.635986674458652,0.599594626403769,0.5174825174825171,0.6461538461538461,0,0,0,1,1,0,0,2,3,3,3,4,1,3,0,4,2,1,3,2,2,0,0,0,0,4,0,0,0,4,4,2,2,2,1,3,2,4,0,1,3,3,1,2,0,1,4,0,2,4,0,1
RNPC3;108;,0.43415179937635795,0.422968029261979,0.42631549934235297,0.425067706890367,0.470853036774829,0.439963993192365,0.495990824830236,0.45518693458905196,0.43100500765459,0.504677999288457,0.455529728614833,0.48231537636283,0.58041958041958,0.615384615384615,0,0,2,2,3,0,1,2,3,2,0,0,3,1,2,4,4,4,2,0,4,1,0,0,2,2,0,4,2,3,1,1,4,3,2,4,2,2,4,1,1,0,2,0,3,3,3,0,4,0,0,4
PHKA2;979;,0.41567964453035705,0.38720976970591797,0.41954961679442293,0.40210166959775895,0.4344577392763139,0.416847036697654,0.445424949704118,0.43758832246949503,0.43915729585454905,0.484487103232383,0.462439681172813,0.474064494952216,0.6643356643356639,0.6615384615384611,0,0,0,4,4,3,0,4,3,1,3,0,2,2,0,1,2,0,1,2,3,2,4,3,2,0,0,1,4,1,0,4,2,2,0,3,2,1,1,0,4,4,0,3,2,2,2,3,4,3,0,1
ABCC1;915;,0.439293101782498,0.4242370513736621,0.40191721560869603,0.467829179952299,0.493593620061609,0.416293993809584,0.404106550563854,0.40981124148919607,0.45921273876104207,0.500775174949625,0.43560200204032795,0.493874505294856,0.405594405594405,0.476923076923077,0,0,2,1,3,1,2,3,2,4,1,2,1,2,3,3,0,0,3,4,3,0,0,4,3,1,0,1,0,0,4,0,2,4,4,0,1,1,4,1,4,1,4,4,3,4,3,2,1,2,3,4
CDK14;119;,0.374549870042182,0.400567822400472,0.425243538323729,0.39876147108210297,0.43334317334938793,0.40105888782369004,0.44091120608238793,0.4617005690042821,0.42535548308899107,0.44903423007033005,0.42642811272677794,0.42535881493108296,0.42657342657342606,0.615384615384615,0,0,2,1,1,4,3,0,3,1,3,3,3,2,3,4,2,0,0,0,4,3,3,4,1,0,1,0,0,4,4,0,3,2,2,1,3,4,2,3,3,0,2,4,1,2,3,1,0,4,2,3
GPATCH2L;86;,0.415712037158365,0.44613689832146297,0.416200880405548,0.479557175958144,0.45234631365400896,0.429938294461089,0.4061809339085,0.439011316349188,0.46870729632677793,0.4818472724840999,0.43563743599603205,0.446836155556584,0.47552447552447497,0.43846153846153796,0,0,2,2,2,0,4,1,2,3,1,1,2,0,1,4,3,2,2,4,1,2,4,2,3,0,4,3,2,4,2,1,3,1,4,2,2,4,3,1,4,1,0,0,0,2,4,0,4,1,3,3
GPATCH2L;88;,0.455615638391371,0.46732326055098494,0.441459565784899,0.474391742816403,0.473345247609735,0.45283271513317297,0.509856617206878,0.4604127609105121,0.484929414447855,0.47656417102127396,0.45714071954488,0.466822385760298,0.41258741258741205,0.507692307692308,0,0,4,4,4,0,1,3,0,4,2,3,1,0,4,2,4,4,1,2,0,2,2,2,3,1,0,0,4,4,3,1,1,0,4,0,2,1,4,0,0,1,4,1,3,0,4,1,0,0,4,0
SORBS1;62;,0.37690937374854105,0.4219644597726,0.425361703029553,0.421068036956059,0.41740482479376295,0.46923110559828207,0.440455431965204,0.4548103844756629,0.420017714928137,0.49625514897174106,0.485420603713715,0.434864155989016,0.783216783216783,0.7307692307692311,0,0,3,3,2,0,0,0,1,1,2,4,2,3,2,4,4,0,1,3,1,4,3,3,1,4,4,1,1,3,1,0,2,1,0,0,1,4,1,1,1,1,3,1,2,2,1,2,3,2,4,4
RBM15;127;,0.41918457980807294,0.430576743253941,0.412604312934254,0.42499610097011603,0.43999815056369,0.42756306951904793,0.433073735388423,0.427546474599479,0.42921200572133794,0.439427528288907,0.424865263697948,0.43430590425506205,0.6993006993006989,0.738461538461538,0,0,4,1,0,1,1,4,3,2,3,3,1,1,4,0,4,1,2,4,1,3,3,4,4,1,1,3,2,4,4,3,3,3,2,4,1,2,1,0,1,1,1,1,1,1,3,2,2,1,4,0
MARCKSL1;85;,0.37547567452727293,0.455674583098993,0.387053620981563,0.44822998525377705,0.37306690246444896,0.45169645939500397,0.39308018153252205,0.46016240699353,0.4401632720988449,0.45780424089634203,0.42430224702038793,0.44834512321900205,0.7482517482517479,0.523076923076923,0,0,3,0,1,1,0,0,3,4,3,4,2,3,4,4,0,2,2,4,0,2,2,3,2,2,3,1,4,2,3,4,2,1,2,2,2,0,4,3,4,4,2,2,2,3,3,3,3,3,1,0
SPEN;1210;,0.410224933888884,0.401528060364695,0.42247104012248204,0.453538032827683,0.417759521932204,0.41308227122116603,0.422441811365864,0.45557268279625496,0.46599244524437605,0.4571140667454439,0.430093733644641,0.43946689839923403,0.503496503496503,0.546153846153846,0,0,4,4,2,1,4,2,2,3,2,0,4,3,2,0,0,4,1,4,1,2,0,4,4,4,3,4,2,4,2,2,0,0,2,2,4,0,3,0,1,0,0,2,0,4,0,1,1,1,3,3
EHBP1;1038;,0.461136758973635,0.42705534113771104,0.470779269928364,0.425177151987992,0.428839507162677,0.50180124195533,0.42596609009552394,0.5047399288523929,0.39876927184659494,0.481116382774922,0.5001208800382,0.41569465465160704,0.391608391608392,0.48461538461538395,0,0,4,1,0,3,0,4,0,3,0,1,0,1,3,4,1,2,4,1,2,3,3,4,2,3,0,3,1,1,3,2,0,4,3,4,3,0,1,4,1,1,4,3,1,3,3,2,3,2,1,0
CBX1;89;,0.387010935580014,0.40796450140193297,0.431978938150039,0.509880856141776,0.533021177835872,0.46437635003584005,0.474627490863315,0.43865632064473,0.475423981983305,0.47239281927233,0.517024958368802,0.46254311059386105,0.426573426573427,0.507692307692308,0,0,2,0,2,1,0,4,3,1,2,2,2,4,3,4,1,1,0,1,2,4,1,2,1,4,4,0,1,0,3,1,1,0,4,1,4,2,4,2,1,2,1,2,1,1,4,2,0,3,3,3
RPS3A;238;,0.41491963240532204,0.421974866036345,0.387150837910529,0.46553149793255205,0.45125168440270796,0.409304359557521,0.388874260270255,0.403629596415361,0.44037085235493295,0.42449970125676795,0.39760845859940996,0.43163259037386104,0.45454545454545503,0.523076923076923,0,0,3,0,1,2,2,0,0,1,2,4,2,1,2,2,2,1,0,1,0,4,4,3,1,0,0,1,1,1,2,3,0,3,2,3,1,3,2,3,4,3,3,0,4,2,4,0,1,1,0,0
TNS2;102;,0.428087549625439,0.458417806053524,0.46759625986205494,0.428634323586981,0.43035631604015606,0.455261291077364,0.41171607690402595,0.4657407891714311,0.42734997973181205,0.486066408580366,0.481748694462281,0.44292601134615706,0.48951048951048903,0.5,0,0,3,1,3,2,2,0,1,2,3,0,0,0,3,4,1,2,3,4,3,4,4,4,0,1,1,2,2,1,0,1,0,2,4,3,0,1,1,3,1,0,4,1,2,4,3,0,2,4,3,0
AKAP11;1163;,0.43829152210295097,0.44972467554358797,0.38964683694757996,0.43844860967826704,0.38234524321111796,0.42182032899469396,0.452923608561757,0.493191754154149,0.501055535340613,0.47848940913790206,0.43136848342803397,0.503805733938104,0.405594405594405,0.523076923076923,0,0,0,3,4,1,2,2,0,4,1,0,4,0,1,0,3,4,1,0,0,1,0,0,1,2,1,4,1,2,3,3,4,3,4,3,3,0,3,2,4,4,0,4,3,2,3,1,3,0,0,1
G3BP1;149;,0.387355680218664,0.441061861234915,0.37982524164734205,0.429060870695569,0.38620061111595294,0.404262438251988,0.44496375780276,0.4180005412532079,0.4520966181995039,0.441982071521772,0.4135528284861379,0.44477311313058293,0.433566433566433,0.43846153846153796,0,0,1,1,2,0,0,1,4,1,2,1,3,4,3,0,1,2,3,1,4,0,3,2,2,4,3,3,4,0,2,0,0,4,0,0,1,1,2,1,1,1,0,3,2,2,0,2,3,3,0,4
GOLGA5;153;,0.45250441291580396,0.429025771294224,0.4710678926214071,0.44674486827331394,0.44599933022572497,0.47644254198332897,0.577179350111702,0.56538173521183,0.5231873454816149,0.6148637863371761,0.599598687957131,0.58899446735775,0.7762237762237759,0.6615384615384611,0,0,2,4,4,4,0,4,3,4,3,4,2,0,0,1,0,2,4,1,3,0,2,3,3,2,1,3,0,3,2,2,3,2,1,0,4,2,0,0,0,1,0,1,4,2,3,4,2,2,1,4
RPS3A;237;,0.45072884866989205,0.43957673057261604,0.41318250920684496,0.446789560603805,0.459725867925452,0.422595688481975,0.431953985946889,0.43130216034403207,0.458206375869544,0.473010727301604,0.423455453041984,0.452579846047396,0.307692307692308,0.515384615384615,0,0,0,1,4,1,1,4,2,4,4,1,2,4,1,2,4,2,4,3,0,4,1,3,4,4,4,2,2,0,4,3,4,1,1,2,0,1,2,3,1,0,2,4,1,1,1,3,2,0,4,2
